# (c) 2013-2016, Tomás Oliveira e Silva
#
# See disclaimer in page
#   http://sweet.ua.pt/tos/hobbies.html
#
# Do not bookmark this page, because its URI may change
# in the future. Instead, bookmark its parent page:
#   http://sweet.ua.pt/tos/twin_gaps.html
#
# Count limit --- 1e16
#   g  is the gap between twin prime pairs
# F(g) is the least prime of the first twin prime
#      pair of the first occurrence of a gap of g
# T(g) is the number of times a gap of g occurs
#      with the last prime of the second prime pair
#      of a gap smaller than 1e16
# An * marks a record-holder; g is a record-holder
#      if F(u) > F(g) for all u > g; F(g) is a
#      record-holder if F(u) < F(g) for all u < g
#
# Last update made on August 5, 2013

    g             F(g)           T(g)
18294   409384070988467           137
18300   587885749504397           552
18306   613856731794701           193
18312   447093256512137           476
18318   532467329774621           303
18324   361510333681907           191
18330   349071295744229           529
18336   354747245478851           157
18342   816300011917277           332
18348   428468265622799           339
18354   969594664567157           303
18360   380995970130101           450
18366   994601281090871           165
18372   661734371399147           286
18378   507762910575521           233
18384*   74668675816277           182
18390   324682705051979           458
18396   795529466783171           215
18402   586005184379969           304
18408   443864801687189           403
18414  1175991284966957           178
18420   742488464814881           392
18426   882596422944791           202
18432   361554888329057           284
18438   726958779219131           446
18444   603712340225417           144
18450   461712920949689           471
18456   796850573823611           112
18462   246196793983997           324
18468   438968931753029           317
18474  1067258574130127           157
18480   283986059811131           720
18486   628040148003551           137
18492   298404124231847           347
18498   864977023386041           218
18504  1168388003182487           152
18510   207048605400851           502
18516   305655984101261           100
18522   341832329138009           425
18528   165830057229491           246
18534  1165259275986737           149
18540   644854015796171           381
18546   591059080866281           144
18552   632691299300699           300
18558   657280350760931           217
18564   360771616831037           226
18570   214855945729427           369
18576  1027076670028601           138
18582   731732478722027           216
18588   461495502127169           234
18594  1187304429359927           115
18600   366756590315657           372
18606   710793677632601           166
18612   873026307993737           285
18618   913068736755911           337
18624  1604222345157977*           90
18630  1116527880374441           306
18636   925004019738551           143
18642   429119086365917           275
18648   901730451177539           344
18654  1194388666568087           124
18660   928985727309767           447
18666  1896916545405851*          103
18672  1221176960090429           175
18678   282308095209851           360
18684  1764855134219207           100
18690   284282033935307           455
18696   806709713048381           114
18702   415175137908917           304
18708  1583984266491269           157
18714  1681662939063827            99
18720   458882621091689           499
18726   611137412964731           103
18732   238187028485309           356
18738   595094063461349           177
18744  1312859133930917           175
18750   462808712901959           269
18756   472733887162841           117
18762   688359391801199           238
18768   340180755058301           239
18774   451255410450077           161
18780   363031498443869           228
18786  1322754730806461           152
18792   938607701551697           170
18798   663401703286601           198
18804   778433377464707           101
18810   859376955360107           336
18816   191638910401331           136
18822   723780511075409           170
18828  1403058724513139           196
18834   499796427552557           106
18840   738857608955507           261
18846   779209516895441           118
18852   622085941864787           210
18858   478079376630941           283
18864  2398774708720967*           85
18870   533952943087019           405
18876   834642449000231           115
18882   670710670391009           164
18888   320245464796109           221
18894   865674434461517            82
18900   165786123525287           446
18906  1013708898966221            95
18912   956426759879909           184
18918   898206734731289           168
18924  2601892358185907*           77
18930   680422927950191           306
18936  1555152122542391            68
18942   235243623823457           305
18948   217673072066699           125
18954   630129389817437           113
18960   543782437915817           209
18966   743055612653831            87
18972   364156732570217           228
18978  1086382106380721           134
18984  1373089044279917           129
18990   578912901061637           197
18996   638972634454211            84
19002   380558927994137           136
19008  1095099653630471           184
19014   889566082922477           100
19020  1009863774035327           199
19026   822535614892571           110
19032  1541137186188407           177
19038   140331969143129           223
19044  1558182934162367            65
19050   887329151432039           216
19056  1236684768375491           105
19062   693779891933927           113
19068   671274304925801           189
19074   569859804836717           105
19080   361828972443347           275
19086  1303676489850881            56
19092  1112155242868277           136
19098   699998216745251           168
19104  1100709632381297            55
19110   134987375553881           408
19116  1498114304849411            75
19122   776543546603807           160
19128  1083371634784721           107
19134  1130026943756927            79
19140   498885188061509           346
19146  2367771285803591            54
19152  1007816171909639           236
19158   199826279758361           124
19164   925951425407417            98
19170  1510026056778311           162
19176   600975747445991            53
19182   422416459969169           184
19188  1068719310951161           129
19194   902638461397877            93
19200   734122217215559           176
19206   386255477373251            79
19212   643284453491159           127
19218  2030209968454559           105
19224  1107994702736837            60
19230  1035767137246019           206
19236   217540788028691            86
19242   443495254649429           124
19248   484535969783909           150
19254  2558760925482407            51
19260   509014358605847           168
19266  2172015123757931            97
19272   410779040853317           137
19278   557394181176881           185
19284  1272084860143967            40
19290  1159738218217547           215
19296  2250745677232331            51
19302   609186055956197           108
19308   683557817668499           124
19314  1092361514345837            62
19320   874634740820831           290
19326   851042024557601            58
19332   494972282484569           139
19338   445446210785531           144
19344   825135150391817            64
19350   458815625031131           212
19356   856406814923201            42
19362   886721955372899           196
19368   745948559362211           110
19374  1787647524907037            64
19380  1225157726959469           199
19386  1261131788879381            53
19392   549636892224107           123
19398   553130373518339           115
19404  1142854371992477            79
19410  1492653289492061           144
19416   259212762633401            70
19422   662234647523507            93
19428   833591528233799           105
19434   425597910621197            68
19440   600761499130319           120
19446  2574823378166321            85
19452  1646713699934207            71
19458  1125325835088461           134
19464  2950013171260157*           39
19470  1043049045022739           183
19476  1289510541624131            57
19482  1525612659780749           102
19488   721345936444811           141
19494   342713572979207            48
19500  1126557583398209           182
19506  1348359684976121            45
19512   817719526560707           100
19518   626427686448209           114
19524   652187198204417            45
19530   921618542220587           216
19536  1868085188486051            50
19542  1083159424205057            99
19548   885883752467891            95
19554  1530888698217077            47
19560  1023887559452081           176
19566  1626563814934361            37
19572  1249882866459527           154
19578  2110064691060281           104
19584  1842487624044827            56
19590   911582238298661           103
19596   890574417951641            40
19602   535848295997459           133
19608   752781301790099            73
19614  1355238295942667            54
19620  1612141116646769           104
19626  1197040455243161            54
19632  1079980612725557            60
19638  1932546035878319            63
19644   901381312267937            53
19650  1465578717084281           114
19656  2513905310162471            67
19662  1705366123654379            76
19668   679076041423751           114
19674  2579908613712707            31
19680   843642163616519           114
19686  1774412943372101            58
19692   515503511237879            63
19698   432218038732979           117
19704  1009857151288547            36
19710   689004387581297           181
19716   983509071942821            37
19722  2060424092940569            75
19728   615989632973651            87
19734   983942475306617            58
19740  1547305414515797           134
19746*  116741875898981            34
19752  1902559005254597            84
19758  1206029364213629            84
19764   375053002598837            33
19770  1218004005854861           109
19776  1583698350903551            38
19782   281980878428099           109
19788  2164162869081581            81
19794  2035307018340137            43
19800   459281458990967            93
19806  2078300603406821            20
19812  1247634913100627            76
19818  1184028474215771            57
19824  2048825792169047            52
19830  1450270126231931            90
19836  1369579511588621            54
19842  2155276649324567            50
19848  1126353979260509            46
19854  1243383215871437            43
19860   137776235931617            90
19866  2737491224617601            73
19872  2013552922619339            66
19878   483650493179069            69
19884  3054904397595227*           31
19890  1940771736255101           123
19896   619594847086991            38
19902  1936258225218857            49
19908  1142691450797969            84
19914  2523299332755737            27
19920   180842801907347           111
19926  3673266078170201*           28
19932   514889773867169            49
19938   447693043823279            71
19944  1021211859091217            29
19950   881701284104999           163
19956  1391381594634791            26
19962  1667950098323219            68
19968   892189852648121            59
19974  1956254072227517            32
19980  1715706687020477           108
19986  2152441767238331            25
19992*  136391104728629            97
19998  2130292534609901            71
20004  1474055224391147            27
20010   847919427775037            83
20016  1908283457475611            25
20022   858177486404009            79
20028  1949328960542699            50
20034  1467340627315487            42
20040  1405245144746999            70
20046  4108352135162411*           34
20052  2409957994661489            42
20058   395117376836591            55
20064  1223894435864057            49
20070   628237687531541            83
20076   550872415740401            37
20082  1889053016568917            53
20088  1286951912781671            66
20094  3006431400854807            24
20100   716679359729987            70
20106  1337091022322621            30
20112   814512091131839            38
20118   827557110072521            71
20124  2942037060971627            26
20130  1736602675317269           120
20136  3010059410473541            20
20142   692542527710687            41
20148   250756051879871            70
20154  2059072675037687            32
20160  1063226830515737           111
20166   382553524835681            19
20172  2238775195444679            54
20178   491223296550011            44
20184  2013378818212187            27
20190  1351600747588319            75
20196  2746914161949401            24
20202  2741691425396459            87
20208  1792894742354081            39
20214  1198321083639257            28
20220  1515717052263941            56
20226  1319413663496741            26
20232   726460308402557            52
20238  1834014475552799            39
20244   375602979360857            21
20250  1131366988536131            49
20256   743480578304381            33
20262  1709432256141479            54
20268  2119821008983121            43
20274  1417403006189627            26
20280  1017076719267821            55
20286  3120248221468811            47
20292  2776644028949507            42
20298   730193451244919            72
20304   909615078702677            22
20310  1045782827462687            50
20316  1666775128141481            24
20322  2318192485065047            37
20328  1094509987750511            77
20334  2738504353227737            24
20340   495067218141257            70
20346  3686949981016451            16
20352  1686850853915627            34
20358   467514757858241            51
20364   763090674985277            20
20370   688653146496347            93
20376  5739292876036451*            8
20382  2011773538187549            49
20388  3202528780491851            38
20394  1049791672087007            17
20400   509766073171139            73
20406  2355352836592631            16
20412  2272975570161029            40
20418  1009329897664811            46
20424  4960601750733677            18
20430  2483829684578069            45
20436  1713635467181081            22
20442   980634241075997            51
20448  2008201794981131            29
20454  1967166040010867            27
20460   559615119051977            65
20466  2254813798152161            24
20472  1622644626953069            31
20478   785603665276979            31
20484   304097395484567            24
20490   462834607204427            52
20496  2629064372287121            27
20502  1638950563234427            30
20508  1133147411404751            33
20514  3119497851023537            21
20520  1410259089089801            47
20526  1530955107870341            22
20532*  221346439666109            32
20538  2342856024055319            70
20544  2644488334430777            15
20550  1316720140628351            53
20556   838788279576251            12
20562  2179412057189249            26
20568  2331566302064999            48
20574  1028142997335827            14
20580  1341617824150379            63
20586  2482989769134011            17
20592  1699885528283639            52
20598  2017025018964689            25
20604  1469026945635857            13
20610  1669656994554851            54
20616  2167017659269451            21
20622  1635624070766867            38
20628  1158579351132521            26
20634  1908748824348407            15
20640  1039759367055509            47
20646  4279319250118811            20
20652  1152954303794399            43
20658   435943187235251            32
20664  2639099937023057            20
20670  2253517423501481            46
20676  3390001944688241            12
20682  2773605584093609            27
20688   931651397650991            31
20694  6395077339586987*           11
20700  2644128980592731            41
20706  2501876867806271            24
20712  2168791644965927            25
20718  3185987903765309            35
20724  2039715981643757            20
20730  1004539587849617            35
20736  2800356542919041            20
20742  2182369249249337            26
20748  1578054506981231            63
20754   892095638806817            13
20760  1405853295263801            41
20766  2331555163101401            15
20772  2601035655382739            24
20778  1714736221168769            29
20784  3221186604813257            12
20790  1279700891073347            64
20796  3033252527195081            13
20802  1155231412482437            34
20808  2241999315384401            27
20814  2135156910922547            16
20820  2810723589022829            50
20826  2178776291912741            15
20832  2151487084893227            52
20838  2160682567338089            23
20844  3198731186300927             9
20850   635789715590567            25
20856  3997781837669441            10
20862   885248630903867            16
20868  2324686641484859            21
20874  2784257401454537            14
20880   618034044221807            44
20886  4335375793321451            10
20892  1541066100083099            20
20898  2844414171102041            20
20904   526027517233217            18
20910  1011334030214159            45
20916  4877527270321241            13
20922  2378885280885677            22
20928  1205558369541611            33
20934  1878626732838827            13
20940   888656630908019            37
20946  3674275023067721            17
20952  3139123825771097            25
20958  1324699730323049            34
20964  6121372715918267            12
20970   922056656067737            25
20976  2065698725909471            15
20982  3173740492938149            26
20988  2693490756338771            34
20994  1801852453347767            12
21000  1997116775181509            44
21006  2788439775711461            11
21012   472025271452087            28
21018  2486030451637091            16
21024  2463388179385787            13
21030  2141063578628729            26
21036  5103814204199231            11
21042  2377036405045007            16
21048  3659961162937901            16
21054  2215038952320167             8
21060  1083223156686659            25
21066  4600301416584371             7
21072  4045001544775757            22
21078  1865772974756069            15
21084  4065952116487397            14
21090   837386589546467            31
21096  2291185489742351            18
21102  3755731263232367            12
21108  2756078397070631            16
21114  3865734486375257            10
21120  2107744107814901            25
21126  3321435952521341            14
21132  5312134840477007             9
21138  1999073739641129            22
21144  4259602221058937             6
21150  3735338327079911            20
21156  1856196246904871            13
21162  3176687774988437             9
21168  1724116480175081            30
21174  4678224938953547             9
21180  2287063452161099            33
21186  1896306015012131            10
21192  1026857263525757            22
21198  3866175506649161            24
21204  4231762975635707             7
21210  3419456757795119            35
21216  4612350210028241             9
21222  2474851136377589            22
21228  1945808730110669            22
21234  4442147429826917             3
21240  1067017713656171            35
21246  2574812823291221            12
21252  1161949945217069            31
21258  1563699203185241            11
21264  1521045898973957             7
21270  2143563477312119            15
21276  4405715296965251             7
21282  4105645866288359            11
21288  2612422333823219            13
21294  1916599892927477            14
21300  2794779684658679            24
21306  3982005137467361             7
21312  1097377181324927            12
21318  1286717390563739            31
21324  4311555310744607             5
21330  2285329581298451            18
21336  5144013064546901             8
21342  2988616254339377            12
21348  4109130056991131            16
21354  8495590924543967*            1
21360  2428261856558831            13
21366  1974698810368811            11
21372   966566247851129            11
21378  3246235323688001            23
21384  3137465321608817             4
21390  2662889167122839            26
21396  6851754022561781             5
21402  1698883653980267            11
21408  2411221052328239            18
21414  3694708430739587             7
21420  1742386488312761            27
21426  4179798715447541            11
21432  1701286466377049            17
21438  1346793136594691             9
21444  3509719749459227             4
21450  3078431177012099            36
21456  4502722664778971             5
21462  1658001243377837            20
21468  3297056808431999            15
21474  3848184161890487             7
21480   703478974539401            16
21486  4295699615184431             7
21492  2018135518897427            15
21498  2937160404603701             5
21504  5678304268712627             3
21510   551197204947071            13
21516   939641512363271            14
21522  1630059451776527             7
21528  2748500988578591            13
21534  3888117020182457            11
21540  2662921143031859            22
21546  3719804118770471            13
21552  3642028202368427             9
21558  3660446922033689            11
21564  2058984624015197             4
21570  2684261100682631            13
21576  2485758759193511             5
21582  3719401740909527            20
21588  3304248817963361            16
21594  3999640321993697             3
21600  3216135026904731            14
21606  3698597837985371             7
21612  5906211401165519             4
21618  3030979449926471            11
21624  1888281309197117             7
21630  4165395164014919            20
21636  5489850631228121             5
21642  1941764695642559            12
21648  4438865606011349             5
21654  7960899364730567             4
21660  2137944789493559            28
21666  1751853002998211             4
21672  3216815965546187            12
21678  3907799275239989             7
21684  9273809709312947*            2
21690  1874352692481539            11
21696  5648635835240261             5
21702  2343627681163799            13
21708  2342605298635211            11
21714  6234029351320187             5
21720  1882114764364361            10
21726  7929924515471531             4
21732  2462900116738277             7
21738  3568374417466319            15
21744  2780910245947157             5
21750  1205718201387617            12
21756  3085701982311761             7
21762  2020018256182139            14
21768  1850876041811801            11
21774  6418057257855707             3
21780  1580364326027327            19
21786  5140253028390941             2
21792  1637191032843677            10
21798  6065989361112479            14
21804  5109019523495687             6
21810  3102834754477301            13
21816  2128220014573421             2
21822  3732987558904367             5
21828  5634530521555319            11
21834  5843244178248947             5
21840  1434060502729031            17
21846  3972456936439751             6
21852  2031752667732239            17
21858  1818123421697039             7
21864  3607944446167337             3
21870  2252745928355981            15
21876  5718596985216251             3
21882  3919015358133329             9
21888  1535024917957961            11
21894  2084028948608237             7
21900  4483924074189401             9
21906  3568870218470861             2
21912  3620570183120927            13
21918  2496512799005081            14
21924  3439204744787597             9
21930*  353971046703347            12
21936  5040447959792951             6
21942  5075426976565019             9
21948  4778285427958379             5
21954                 ?*            0
21960  2218387470713717            11
21966  3335732480072261            11
21972  5830030446183947             8
21978  2676237214991651            13
21984  8916468114312257             1
21990  4583258148452591            10
21996  4469175441920351             7
22002  5480313899215997             9
22008  4007963891547599            12
22014  6689761254589877             2
22020   716105290807217            18
22032  3878364481118669             5
22038  3230447169050999             9
22044  3559122293054147             3
22050  2524037740962641            25
22062  8596840984373417             3
22068  4095635533272401             9
22074  2850567403894157             4
22080  3555615149391491            14
22086  5905749392954531             1
22092  3111792065962337             9
22098  3291688795700939             8
22104  5040238894138517             1
22110   942218028042521             9
22116  3827988148555931             2
22122  4171807300166837             8
22128  3229857415714049             3
22134  1527631821567407             9
22140  2693067082641359            13
22146  6988107962646131             2
22152  1482132018402569             8
22158  5213926947030959             6
22164  3098680773058217             2
22170  1144592887850051             8
22176  3320099091390791             4
22182  2749079350341209             6
22188  5225533885553951             5
22194  3765908046304907             2
22200  1814169416626199            10
22206  4721369850833201             3
22212  3477850972594847             7
22218   543311513738969             7
22224  2254730565878627             2
22230  1088460405011381            18
22236  3710699824177271             4
22242  3454079262485459            10
22248  5813851551826361             6
22254  5868163832723747             3
22260  6773686362890189             2
22266  5207750781775481             3
22272  3424122447481949            11
22278   606086037567539             5
22284  4603422581130047             3
22290  4630083878193041            12
22302  6168867696703709             6
22308  4614788996588369             7
22314  7442330184327347             1
22320  5440490348659151             9
22326  2615954511093461             5
22332  5478886169870129            10
22338  5437883281574171             4
22344  8820780338037917             2
22350  4697099305541477            11
22356  9020074320771881             1
22362  3254884095695777             3
22368  1593202439457509             3
22374  6804543882846107             5
22380  1011693407187821             5
22386  4952177949074231             1
22392  3462435093468977             4
22398   748678003293419             4
22404  6087707724933377             3
22410  3799394064952949             3
22416  3652529609888741             2
22422  4105372679677349             8
22428  3087455471188139            11
22434  2408690855498687             2
22440  4445889916075271             6
22446  3492351041273681             3
22452  3625693436646989             7
22458  1817215427230991             6
22464  3610601707142237             5
22470  3434566533431939            15
22476  4352413349282261             2
22482  2903043559529117            11
22488  1489450685972549             3
22494  8600850891231227             1
22500  4584014148102251             7
22506  3016033474887071             2
22512  3813359564049809             8
22518  1777419024182981             4
22524  4908982194438167             3
22530  4646907030535877             4
22536  4589054524699751             2
22542  5726601812872217             7
22548*  450811253543219             3
22560  2341676066992391             4
22566  6866664027584171             1
22572  6525284645002727             2
22578  2412536574214619             3
22584  9477545773041557             1
22590  5452712244681059             3
22596  9542940589302191             1
22602  4142602816437299             5
22608  7943265672939719             4
22614  3300504774176717             3
22620  4447395530246831             5
22626  7211129508834281             1
22632  3265133414694959             2
22638  4109656538876519             9
22644  4884610378681667             3
22650  3127854256054469            10
22662  8692078113071009             4
22668  6647176607025011             3
22680  6290555484915041             4
22686  3968450413111901             2
22692  9580812176878289             2
22698  9668365704452291             1
22704  4447653499619147             2
22710  4894913347621079            12
22716  6421082008533221             2
22722  2688469930309907             8
22728  4586312771328731             2
22734  6131788665648887             1
22740  5693791714746827             1
22746  6433029066064751             1
22752  1725684845190287             3
22758  6212586542892011             4
22764  7007240123163767             3
22770  5316643756706537             3
22776  6371918917047191             3
22782  9935566350174467             1
22788  4600554801834449             1
22794  2763669533234807             6
22800  5516572802799731             4
22806  4094989696007891             1
22812  4687325393077427             3
22818  7929679653774869             3
22830  8412900371380457             1
22836  8750001439646111             1
22842  5048021917462889             1
22848  8140516470725321             2
22860  5859824145076217             8
22872  7567978635526217             3
22878  5516646035886941             2
22884  7633391388608807             1
22890  6245688745068887             5
22902  6044615593460657             6
22908  1670986673414099             2
22920  3975106281127349             7
22926  7364294343929951             3
22932  3870599280947687             5
22938  2373251555743961             5
22944  6219281929853387             1
22950  4723524647340197             6
22956  6963943793877911             1
22962  2387272836659537             6
22968  6826977567879239             2
22974  7246433165076227             4
22980  7833473233696001             4
22986  4972212553198661             2
22992  9368515240434167             1
22998  9170919953700389             1
23004  7765453655240327             1
23010  6475164507305621             6
23016  4639981036893611             4
23022  3268796344579979             2
23028  9322671199599629             1
23034  5788848579866897             2
23040  7337982128234579             2
23046  3241808048740661             3
23052  8521603944783029             3
23058  2681176884822221             3
23064  7867711537808867             1
23070  4640692938393557             3
23076  3600841549341161             1
23088  4347285190819169             3
23100  4652977498944911             8
23106  5471469904501751             2
23112  3956829953836607             4
23118  6181531403087189             2
23130  2008976187950489             4
23136  7039232579981681             1
23142  1460864241872549             8
23148  4193584973619989             2
23160  4719448086877661             3
23166  5818854432041531             1
23172  7487654556276749             4
23178  6070716581880569             3
23184  5239119630129527             6
23190  4361825442842471             4
23196  8578121179567211             2
23202  8613252921467399             1
23208  7015532130813179             1
23214  8202377038465187             1
23220  6271671538210697             4
23226  9948644798166251             1
23232  7347868303264079             1
23238  7964639422925489             2
23244  6557680700753177             2
23250  4032579472903871             6
23256  3357300535826801             3
23262  6276306385847009             2
23268  6650000004948161             3
23280  4852326787141331             4
23292   792878275579307             4
23298  1971426206665211             5
23304  3363798229331927             2
23316  8722300093599221             1
23322  1910609206620857             9
23328  5702962455535991             2
23334  8147114869717517             1
23340  7429389139588109             2
23346  7620039624525191             1
23358*  742914612256169             2
23364  9806096234132657             1
23370  3438498270106307             4
23376  4475131177269551             1
23382* 1121784847637957             4
23388  7634614382566109             1
23400  5226528909254207             3
23406  6979884957446741             2
23418  8399683725553301             1
23430  5342291574102059             3
23442  6619428358606829             1
23448  4891550427088469             3
23454  5199557573402807             2
23460  5935787680689107             4
23466  5916100605153521             1
23472  7787394516715907             2
23478  6187491314589131             2
23484  9595803258430307             1
23490  6405201597128447             1
23502  6801690173453267             2
23508  4778383790989409             2
23520  4420062785418569             4
23532  3141009941639597             6
23538  8668906085178569             1
23550  8748684371690909             2
23562  2850127980481097             4
23568  9257860649240471             1
23580  7844548334242307             1
23586  1153661492060171             1
23592  4264363382425577             2
23598  7622302866482921             1
23610  4446004392516257             2
23616  4560037819805261             1
23628  1683838307570609             2
23640  5248794113975987             3
23652  4115345633455619             2
23658  4789766869960619             3
23670  7347507720794069             2
23676  4869668291030771             1
23682  8167085522513717             1
23688  6807508438776581             1
23694  6823834281654617             1
23700  6947471139641567             1
23706  8635455618059981             1
23718  4874946566810189             3
23730  6316753514792351             2
23736  9693790306108241             2
23742  6943160796835577             2
23760  1844510822140169             5
23766  4596313611123131             1
23772  6887575763828447             1
23784  5891594050577567             1
23790  9072556128126581             3
23796  7728762067794641             1
23808  5338281577085789             2
23814  6144531854589857             1
23820  6479470017471467             1
23832  7885116557823689             1
23850  5721221456231759             2
23868  4982498369736929             1
23874  2811540259563587             1
23886  7152729161433941             1
23898  9216388987390829             1
23904  6402222179787557             1
23910  7157094578592689             2
23922  7753821415555727             1
23928  5861787543205211             2
23940  7326504963881399             2
23952  6159503123076047             1
23970  4486074582504869             3
23976  9567454090717511             1
23994  4925083347929447             1
24024  3219040737572237             1
24048  9208769660534699             1
24060  8202510440454857             1
24066  7409352049089281             1
24090  7380696915132689             2
24102  9119373761364329             1
24114  3546033973059377             1
24132  3492763199899277             1
24138  8380759873933901             1
24162  6977845363910147             1
24174  6721112986000577             2
24186  7709305578704591             1
24204  6524212546497197             1
24210  8792645845718279             1
24228  5419224795764111             1
24258  7801187368161839             1
24282  3930253094738807             2
24288  6814493344849709             1
24300  7454649105006041             2
24306  9541576979721221             1
24360  8208372790654109             1
24390  5175775840648559             1
24396  5486822553977291             1
24408  8336349406591181             1
24420  6476777457369137             3
24426  5052061344205091             1
24432  2999395524278969             1
24438  8110727388282731             1
24444  6793126854567197             1
24450  6236567298803459             1
24456  4055695039209101             1
24468  2383718626591721             2
24480  4953310182626759             1
24510  3562301899802801             2
24522  4303836335462429             1
24528  2759089436902859             2
24540  9762847281990191             1
24558  7954535808975401             1
24570  3222169871880761             1
24594  6095533652731307             1
24600  5633126377635791             1
24606  5011170862961741             1
24612  9465058154753429             1
24624  8579247882807137             1
24642  7005162882369269             1
24648  4987299070144289             1
24654  7994775324375797             3
24672  7070045795302769             1
24684  9280005350877647             1
24690  2530250685392069             2
24696  8845032359609051             2
24702  2774461820066969             1
24714  8449458078023657             1
24720  9065767698870371             1
24750  7116928848329591             1
24804  2953261103697647             1
24822  7053233495047427             2
24882  9170628123990209             1
24924  3977726849242967             1
24942  9292140670152749             1
24948  6890050925149109             1
24960  7251455155153787             1
25008  9556807912154549             1
25032  8536616407478849             1
25068  8947495212071291             1
25092  8022162526347839             1
25110  7298085569926817             1
25152  6315200540970149             1
25200  8601048500269409             1
25212  6333532251167939             2
25230* 1149418981410179             3
25254  7015764785579117             2
25260  7203998918316311             1
25272  3634172697821849             1
25290  9570958419446771             1
25320  8689664092428881             1
25326  4572837926351501             1
25332  6437099612876027             1
25350  9508719883955531             1
25392  9573274532336297             1
25398  7339685914972679             1
25410  9821716189499327             1
25494  8296629002668157             1
25500  9513645215677319             1
25560  7256223086229629             1
25602  9148890713534519             1
25608  6332290387518701             1
25794  4863385180700777             1
25812  5965752842258177             2
25842  5768211613536707             1
25860  8514765914069837             1
25872  9884755140391037             1
25950  5985286878829259             1
26070  9044412052060529             1
26100  6534953640479819             1
26130  6750295543833011             1
26268* 2543288406389231             1
26418  3638256167867639             1
26586  8348760893989391             1
26670  6997980781862891             1
26724  9993981791330417             1
26790  4723865930164151             1
27066  7488591335716091             1
28140  3210499676820221             1
28392  7356942977890379             1
28842* 2797282815481499             1
-----  ----------------  ------------

# EOF
