# (c) 2013-2016, Tomás Oliveira e Silva
#
# See disclaimer in page
#   http://sweet.ua.pt/tos/hobbies.html
#
# Do not bookmark this page, because its URI may change
# in the future. Instead, bookmark its parent page:
#   http://sweet.ua.pt/tos/twin_gaps.html
#
# Count limit --- 1e16
#   g  is the gap between twin prime pairs
# F(g) is the least prime of the first twin prime
#      pair of the first occurrence of a gap of g
# T(g) is the number of times a gap of g occurs
#      with the last prime of the second prime pair
#      of a gap smaller than 1e16
# An * marks a record-holder; g is a record-holder
#      if F(u) > F(g) for all u > g; F(g) is a
#      record-holder if F(u) < F(g) for all u < g
#
# Last update made on August 5, 2013

    g             F(g)           T(g)
 5118       36365760089     246393362
 5124       11590282007     266745762
 5130       10915320719     409079275
 5136       19036644311     180423729
 5142        8897342099     237230893
 5148       28912773161     401385694
 5154       34138978337     164841054
 5160       37064374187     388844941
 5166       14434772771     236278273
 5172       18161138327     301856617
 5178       14430959861     318679061
 5184       66639570857*    113365559
 5190       25735722041     404697938
 5196       25256686601     166778707
 5202       23094577787     288996901
 5208       30416455481     429699293
 5214       42998609567     147758890
 5220       12389217887     476819485
 5226       14861557421     139503916
 5232       28127284949     223947852
 5238       24005580059     366802024
 5244       28658869067     140993775
 5250        5974619531     614788760
 5256        7402031171     129873868
 5262        5017794599     290044450
 5268        7941659459     234607123
 5274       55826224247     105387958
 5280       13867710287     658706110
 5286       28072023701     102141371
 5292*       2466641069     355879715
 5298       18883761341     206379819
 5304        4856672957     216147447
 5310       13840716731     311816211
 5316       19723104551     100740892
 5322        6188446499     319583390
 5328       31122880379     239526730
 5334       49358488547     189798041
 5340       18288222257     321435424
 5346       28686839651     169240613
 5352       26731670387     192610312
 5358       31930000901     260392764
 5364       27408766727     127260505
 5370       39354567227     363012254
 5376       20114032751     156597822
 5382       25936832819     249617576
 5388       13074474449     284709162
 5394       13492086017     114076556
 5400       13433724737     287036288
 5406       26081375891     163863200
 5412       42361655177     245738400
 5418        7339055459     314847688
 5424       66365456777      89100718
 5430        9444966647     389378135
 5436       26094579851     121253080
 5442       15157897817     189592198
 5448       34581377651     236627491
 5454       55346287487     111105962
 5460       19124060717     524774659
 5466       24975270491      85699142
 5472       23525241137     289630180
 5478       37705597439     228605133
 5484       47327043977      93154755
 5490       23786351051     342918887
 5496       24140836001      87413330
 5502       29803322957     324005745
 5508       16711145369     208160626
 5514       27100617617     121849333
 5520        9926084039     318719092
 5526       41320897001      82103196
 5532        9136731599     214098175
 5538       10389038201     201308705
 5544       24981323117     188124628
 5550        9046922537     265940647
 5556       41836998701     105695039
 5562       15169871159     174684400
 5568       37193090969     202833483
 5574       31863189287     111422170
 5580       16137073949     243141269
 5586       16314916691     165476350
 5592       37034999159     169399263
 5598       25243068119     202157522
 5604       18034576457      73050455
 5610       26536010861     351823279
 5616      110772142931*    121699751
 5622       15694841009     158628837
 5628       26382785489     260404670
 5634       50962528817      81566859
 5640        7796679197     342305579
 5646       51163391621      77660926
 5652       29672125337     164681644
 5658       23472779399     219843062
 5664       81860095277      76294277
 5670       33190040969     385583002
 5676       69261793031      99024108
 5682       24091078409     190128196
 5688       77176902191     138457288
 5694       56442366767      84562299
 5700       33942148307     354742154
 5706       22495527881      72712343
 5712       47304668267     251335417
 5718       22683630911     165018890
 5724       26646517967      89033236
 5730       57299742791     196204748
 5736       57759320951      73268560
 5742       22594008977     241514278
 5748       32192759111     160067352
 5754       89441074517     105729286
 5760       24464343179     194520297
 5766        5138154731     104963218
 5772       51841987157     158742661
 5778       11183937929     144972505
 5784       64753386317      94805988
 5790       18944733629     184697740
 5796       36779237321     125197085
 5802       59840026859     124497239
 5808       34241503979     208028623
 5814       92839797497      76557237
 5820       22022032451     188636998
 5826       45088003451      92710516
 5832       86246285987     136400860
 5838       30098610431     198778220
 5844      105048037847      63408929
 5850        6392837357     374716038
 5856       25225319681      61356964
 5862       96974794757     112897655
 5868       53923270211     151280006
 5874       56504352017      82561936
 5880       37573690571     297817250
 5886       81116558021      59065486
 5892       61244945087     160754675
 5898       70676611079     128140640
 5904      100119316937      62481486
 5910       78727238087     217366442
 5916       35505118631      75912335
 5922       42623944817     189866283
 5928       22624734491     145846085
 5934       65522017667      81337663
 5940       36957225377     198867812
 5946       21323214041      51947573
 5952       47831294699     174863424
 5958       99235228319     103732473
 5964       23543348537     106045834
 5970       67940858339     152270196
 5976       16979674601      74103287
 5982       48650117819     141126441
 5988       92158128791     104859868
 5994      109579660247      68873435
 6000       28311469271     147222550
 6006       16869777761     138141111
 6012       66148081709     101963990
 6018       41012139449     161200044
 6024      116245326887*     50106695
 6030*       4289385521     195257395
 6036       85544783111      63049222
 6042       25607902049     111479473
 6048       64588197899     176774961
 6054      112349852267      50220627
 6060       29758654439     209189009
 6066       41427393611      48408081
 6072       36056509679     128396496
 6078       39497979179     132629314
 6084       71950037447      58447323
 6090       45024363719     239393092
 6096       74994933281      51049456
 6102       53735854127     121642742
 6108       35921578751     103485571
 6114       43457900657      49350268
 6120       82131169997     222144978
 6126       77625452621      43061292
 6132       36020444567     145483634
 6138       51369870779     131431005
 6144      182223766007*     57896334
 6150       99046693181     138691933
 6156       72800354021      51178888
 6162       51162555467     166092767
 6168       32402349869      82986225
 6174       52683993377      67260347
 6180       30044351327     141104433
 6186       49856995031      64696795
 6192       22442161097      88821248
 6198       75474257939      83221294
 6204       44945433887      73216928
 6210       26128344299     131637725
 6216       76742031281      76974664
 6222       87514577609      92531761
 6228       77513394221     120559649
 6234       63172518917      41286156
 6240       51860392349     139651446
 6246      133373902241      59274067
 6252      110527872659      78496652
 6258       25667179721     143566164
 6264      133484026217      46690097
 6270       54704361191     213522694
 6276       70873762691      37974461
 6282*      19181736269      73165132
 6288       47515930601     108845076
 6294       65951497097      45676488
 6300       59194402607     195600784
 6306      135380000381      38320114
 6312      132422669789     110188138
 6318      100121211161      86025143
 6324       77978794547      44155018
 6330       50834226941     140223999
 6336      188197185401*     44023431
 6342       56950796207     129809295
 6348       51957739901      80765286
 6354       66333665927      44762288
 6360       79414345121     127280375
 6366      251490408371*     35674246
 6372      110990572529     100308464
 6378       54143716349      79007063
 6384       57921591527      63789806
 6390       31793171987     110121887
 6396       72220672241      59261063
 6402       86007184199      82459979
 6408      239927351219      65857420
 6414      136420428227      41741439
 6420       26497074431     114932460
 6426       75239746451      69713372
 6432      155677924187      64353187
 6438       87817076519      99193461
 6444       74594882387      35187147
 6450       46575935381     111072527
 6456      116237612471      40896986
 6462       85533582527      71033044
 6468       99130124909     133014186
 6474*      24215097497      37325967
 6480      144425834549     122664365
 6486      129373359131      34034822
 6492       89662308977      73824228
 6498       81747739991     100898093
 6504      110300408087      29040350
 6510       95022102977     180114372
 6516      259066525631*     28368221
 6522      109521095219      76082749
 6528      104833931201      71360888
 6534       69342792947      41526101
 6540       49117481771     112109107
 6546      249005584361      27627656
 6552*      24857578817     117331138
 6558       56942841959      63695974
 6564      128638660937      39290860
 6570      241280752241      86716445
 6576      173374351751      39027548
 6582      128320551347      72076309
 6588      150826701209      57427500
 6594      175869681287      48392814
 6600       87147381107     100073316
 6606       77252727521      39349546
 6612       65657368319      62184288
 6618       67215340109      52091950
 6624       99693779597      43332041
 6630       99641528969     107461828
 6636      125161462451      44759685
 6642      105000258149      60637125
 6648*      40253418059      71235227
 6654      118929467687      27130667
 6660       77112983837      78339524
 6666       50473245131      45999062
 6672      151120624049      56006264
 6678       86001738959      83868459
 6684      138472063307      26747509
 6690       55527629699     117036990
 6696       90804915401      27398447
 6702      145138970189      48121763
 6708      177881620001      92680620
 6714      205360964537      24876628
 6720      110778750371     114799667
 6726      351979965521*     28219888
 6732       60801817157     102387547
 6738      157367550839      44641593
 6744      254302800977      22330378
 6750      230082137027      89472930
 6756      122984897681      26687344
 6762       49113882527      96468171
 6768      176707349009      48888317
 6774      177476554637      32633184
 6780       97791227711      65339429
 6786      224915625371      29211133
 6792       45468584039      59807660
 6798      155482261811      60024581
 6804       87147394127      38936062
 6810      124754590769      76309048
 6816      172855379861      28629518
 6822       81496964597      48631928
 6828      227855496989      41663455
 6834      370537904057*     32685222
 6840       95356029359      88269034
 6846       62634925541      36281408
 6852      151575549197      42611511
 6858      171558489929      54329738
 6864      292956901817      31787110
 6870      250233737771      64895423
 6876      154766609351      28568983
 6882       97760394047      45513395
 6888       51493621601      88264723
 6894       51154328627      19306068
 6900       97508094251      93841672
 6906      271898223251      21947593
 6912      126209356517      37707215
 6918       94372121939      59435199
 6924      105025051127      18743048
 6930      148412646671     118381964
 6936      199047638171      20906500
 6942      165699290639      62607208
 6948      252214129481      38590596
 6954      138553509527      25304342
 6960       89991500057      79118961
 6966      340810267871      20860342
 6972      178873039487      75559995
 6978      106537323419      34985542
 6984      100784616377      23313068
 6990       86611097591      58292918
 6996       94825987691      25836478
 7002      202601985917      49106811
 7008      177987847241      36501409
 7014      309224564567      28280337
 7020      151924006139      72452170
 7026      128521453031      22463237
 7032      238008674147      35876873
 7038       82746794441      48377048
 7044      112569946847      24107300
 7050*      42441715487      53544938
 7056      183225697481      26878151
 7062      138922330697      41840001
 7068       93325627511      52165234
 7074      347047023467      20027509
 7080       79532434757      48969504
 7086      187406850821      25560135
 7092      185547318659      31529734
 7098      157012081019      63666993
 7104      295915207277      22013751
 7110      142872402917      62886691
 7116      251616504521      15377988
 7122       53638395299      34377840
 7128       85982922629      56211158
 7134      268049437127      17106695
 7140       48188152601      87952602
 7146       63618649091      16010943
 7152      113012474189      50335161
 7158      208476919139      28956318
 7164       99360191087      14440268
 7170       56349823637      66316229
 7176       87172259351      21559651
 7182      109455071069      53240469
 7188      150280441511      27850407
 7194      201902508107      26060478
 7200      110156911409      47672914
 7206      198311052701      15160336
 7212      396017084807*     36742211
 7218      160694542751      34193169
 7224      245084368547      24934543
 7230       95568880991      45532181
 7236      389998494341      21623322
 7242       59930743487      31272824
 7248      119916729971      28113573
 7254      321005519297      23419444
 7260      176453612939      53927920
 7266      192339350171      23494177
 7272      280918613747      25904900
 7278      140157076991      41612859
 7284      121991343347      14388147
 7290      217761201839      38095552
 7296      408039554981*     19960355
 7302      288611157479      29624969
 7308      210421719509      55107864
 7314       64645345277      14920955
 7320      220360455881      50889345
 7326      154070026151      16814453
 7332       52173562157      33321334
 7338      263695600601      32466606
 7344      544234820027*     13839593
 7350      155434262897      68188718
 7356      213183121091      13135192
 7362      304548493259      33041354
 7368      263091378281      28579198
 7374      266108712047      12470074
 7380      158426697179      54275106
 7386      607249647971*     12801901
 7392      135337954457      48662701
 7398      223615917059      23987231
 7404      272906709947      15654371
 7410      249611897189      50046480
 7416      125254773071      13031045
 7422      340975938179      30837464
 7428      197207913101      22707034
 7434      203426813417      23676829
 7440      227710125281      35111378
 7446      141148267331      18355548
 7452      308985725117      23316515
 7458      389233232261      28281139
 7464      394734702317      15920683
 7470      342347072027      32275437
 7476      245308433831      18631760
 7482      216304605857      28747973
 7488      318145155269      36452950
 7494      292353818297      10028114
 7500      171262162541      38390727
 7506      384802149461      14033262
 7512      275859786569      24234522
 7518      336094133831      34491964
 7524      604569267257      14829533
 7530      135267108791      39806902
 7536      229423855721      10132107
 7542      226115660207      24501986
 7548      120121960421      36410828
 7554      538903872347       9790419
 7560      242624583821      51022365
 7566      491713327871      14604537
 7572      206318188079      25228543
 7578      385873053911      18886777
 7584      246191228867      10363714
 7590       45575822627      59162156
 7596      396011377211       9624430
 7602      616269752687*     32551814
 7608      312330455651      18178928
 7614      362785989437      15378061
 7620      156433790867      31344940
 7626      569683076021      10106584
 7632      224893436189      28015386
 7638      314032535231      22008105
 7644      189630443237      17536541
 7650      227301463379      29883234
 7656      116915604581      16671179
 7662       65079238307      16905749
 7668      319908126959      19974802
 7674      483806424977      12100845
 7680      243309934961      30652910
 7686      187563681761      16320357
 7692      306691998827      16509597
 7698      418395040871      28896218
 7704      420138104357       8266270
 7710       74084589011      26174824
 7716      251440582901      13048797
 7722      179239490489      25687321
 7728      175886157719      29379778
 7734      266414618927       7914545
 7740      263665580819      34888826
 7746      361972172951      10110919
 7752      210744767789      21161961
 7758      269873590631      20962244
 7764      473890362947       8894117
 7770      400492678319      42883158
 7776      817044609671*      8897007
 7782      500279529329      20446899
 7788       57807126941      23571658
 7794      178240287347       7545449
 7800      355040577917      37392822
 7806      389614205291       7468251
 7812      466121984297      30345155
 7818      408266647169      16350392
 7824      244988444957      11077339
 7830      144182314427      28591224
 7836      222257719571       7181653
 7842      553852138349      19703986
 7848      551340289271      14532557
 7854      414538339637      19253939
 7860      426787812749      21016019
 7866      393377436701      11672171
 7872      302911640747      14886320
 7878      291745072121      19888460
 7884      503115004487       9177396
 7890      293294265791      22850997
 7896      450878578391      13350562
 7902      220153088717      15933150
 7908      323955539471      18562587
 7914     1118628800657*      7031724
 7920      307040808857      28453039
 7926      183182174141       8744105
 7932      568244695019      14595098
 7938      254700066851      22264466
 7944      420309466307       8190739
 7950      241920038879      26797272
 7956      472320620501       9765206
 7962      189123012389      14565003
 7968      206672971619      17050377
 7974      860680062257       6199883
 7980*      43725662621      38821216
 7986      516278322431       7773009
 7992      310635666767      18918499
 7998      624977747879      13451133
 8004      266630875787       7087209
 8010      278473994441      30751628
 8016      554879147411       6429293
 8022      310681646309      21629552
 8028      582103156931      13588306
 8034      478295285927       9837964
 8040*      65095731749      17721193
 8046      492503112641       5874555
 8052      793338697997      21082331
 8058      150499348889      16832208
 8064      377967671867      10061738
 8070      472642384937      16821015
 8076      623371335131       8585473
 8082      400946676239      11608208
 8088      560823378851      12403634
 8094      276197824337      10790056
 8100      665640722531      16258783
 8106      885332540021       9144749
 8112      264170099729      13100843
 8118      434331782711      20154905
 8124     1056063650987       5874636
 8130      212491124387      17248923
 8136      442329848951       8066274
 8142      239986817177      14036055
 8148      413253543089      17713655
 8154     1428131336327*      5162779
 8160      724209543131      27370822
 8166      621936461381       5723348
 8172      778680762329      11469980
 8178      272788240859      15323505
 8184     1416696029897       6853507
 8190      164595786389      31875674
 8196     1327942600211       5336329
 8202      399988226567      13296520
 8208      478055755559      12479177
 8214      634773052787       5634740
 8220      136510109009      19277623
 8226      902537309411       5923682
 8232      443927759087      16536947
 8238      546609945989      10029118
 8244      447715234067       7617881
 8250      638599226981      17711970
 8256      654657972671       4876873
 8262      845559114119      14165687
 8268      949337417771      11715553
 8274      357078038477       8790287
 8280      501212887907      15436611
 8286      486723418721       6655478
 8292     1249784727797      11552400
 8298      492222924929       9926179
 8304      546634018277       5816568
 8310      215725615121      13956169
 8316      219924751931       9336081
 8322      494620245389      11065508
 8328      312640289891      13172203
 8334     2014198022867*      4190454
 8340      808698157721      15333140
 8346      549163821431       7079880
 8352      961447303769       9066449
 8358      470649411611      17059409
 8364      643312997687       5341212
 8370      559227498437      20562550
 8376     2222216567771*      4371317
 8382      429175258049      10634942
 8388      538302902981      10788818
 8394     1006580011277       3971519
 8400      472618795511      25199684
 8406      680436334001       4544298
 8412      501551908217      10781211
 8418     1255908003599       8899753
 8424      695681443817       5329554
 8430      360401139407      17612372
 8436      946545493601       4625521
 8442     1242004907159      13024834
 8448      454132963679      11063695
 8454      790271575937       4950396
 8460     1197448117889      11595169
 8466      289668961961       4914061
 8472      946546257467      11918269
 8478      192815574569       8464635
 8484     1074454765427       6140370
 8490      294227074409      12502746
 8496      385007734511       5221141
 8502      705467875139       9429543
 8508      651081582161       7814501
 8514      462469802657       6673931
 8520      449707851251      10816719
 8526      252715826171       7178937
 8532      610410026867       7628610
 8538      852917270981      10851526
 8544     1549348724657       3450115
 8550      533652222839      11604591
 8556      685569244541       6985748
 8562     1368438639767       6830743
 8568      602337398471      12818203
 8574     1055015445467       3393101
 8580      293872595801      20623605
 8586      632229077321       3881151
 8592      539108049749       6574842
 8598     1270663295579       8821855
 8604     1186254526157       4691213
 8610      663376380851      16763904
 8616      206644026101       3404563
 8622      847113159119       9624986
 8628     1007103412979       6681341
 8634      567571405187       3753079
 8640      207097257161      12927697
 8646     1175819891501       4277624
 8652      821333832749      10426127
 8658      807489999311       7858860
 8664      958368740027       4659991
 8670      233042296937      11845617
 8676     1363520030771       3005211
 8682      343807742219       9094060
 8688      467525932499       7173877
 8694      613995685337       5591613
 8700      651098225621      10045969
 8706      384570691931       4164302
 8712      909167950049       8184926
 8718      871636245299       5814916
 8724     1048794857027       3791706
 8730      489786472457       9160275
 8736     1174672888811       7057482
 8742     1808462531969       7005099
 8748     1587942933989       7386447
 8754     1237608166367       3123126
 8760      387504562451       9882410
 8766     2832119130791*      3680938
 8772      530854985459       6891262
 8778      418449592721      12999024
 8784     1349968590317       2915038
 8790      814602281849      11864777
 8796     1650945941651       2697481
 8802      513971670449       6403488
 8808      378838416371       7685698
 8814     1372066155077       3577405
 8820      637253859917      14622835
 8826      937031905631       2524496
 8832      829795342139       7458401
 8838     1108702136411       6120097
 8844     2190662850377       3284280
 8850      404465017679      10358253
 8856     1607508554591       2865857
 8862     1114928638427       8318363
 8868      576835223141       6408466
 8874     1284247492457       3992292
 8880     1444707727871       8019863
 8886     1370858996261       2776084
 8892     1058564662499       8783203
 8898      292638566291       4863841
 8904      817916804987       4171598
 8910     1018856520629       9711020
 8916      903100434491       3454405
 8922     2431071614087       4831237
 8928     1257711865649       5474347
 8934      784446817547       3565076
 8940      530043971129       7757451
 8946     1367148865631       4391459
 8952      729839150399       5294028
 8958      401544986741       5982340
 8964     2436857600687       2244879
 8970      418692285707       9742427
 8976     1049843440661       4390301
 8982     1751215384409       4391863
 8988     1850365055111       7844605
 8994*     134037421667       2407606
 9000     1036941266057       9757778
 9006     1956447651281       2446552
 9012      773027554589       4655270
 9018     1090049564729       6943799
 9024     1737041074667       2426656
 9030      964940599619      11352952
 9036     1364951301611       2032917
 9042     1056123469937       8182721
 9048     1679471085959       5280388
 9054     2606477909687       2098886
 9060      982652784017       8535562
 9066     2360817313871       2280568
 9072     1310095059017       7287061
 9078     2056329429221       4600154
 9084     2645456854967       3205698
 9090      932344838987       5952275
 9096      511701464711       1949445
 9102     1178479694807       6309698
 9108     1104957677441       5673635
 9114     1413347173487       3842585
 9120      956761530167       6516197
 9126     2156935619411       3067281
 9132     1315935440789       4230410
 9138      884928345659       3751605
 9144     1578959591927       2657809
 9150      591699965867       7187985
 9156      336631739861       3478336
 9162     1164083590379       3805605
 9168     1578734558741       4880563
 9174      827487563807       2451816
 9180      989652968009       6800810
 9186      495860372531       2396972
 9192     1429459019669       3551236
 9198     1483998743411       7611499
 9204     2701796207987       2255254
 9210     1972264029179       7023052
 9216      911479148771       2100950
 9222     2059669758257       3806857
 9228      716978727161       5065277
 9234     1352238166757       1900300
 9240      838001327039      11081914
 9246     1511390407271       1986819
 9252     1088353635977       4514679
 9258     1080340006841       3623868
 9264      879468815567       1907878
 9270      422784917417       7098426
 9276     1013980472081       1581359
 9282      962575651649       8827250
 9288      857860694231       3262913
 9294     1020086856377       2194669
 9300     1047322772339       4934413
 9306     1334727798491       2345319
 9312*     198311685749       4379695
 9318*     223093059731       3327614
 9324     2069133262307       2732839
 9330      715248877697       5269237
 9336      643692990371       2463982
 9342      859694749829       3011985
 9348      989233343699       4388113
 9354     2310736476047       1948959
 9360      375472279619       5565309
 9366     1056952870451       2438438
 9372      708165400049       3934846
 9378     2189527725659       3899884
 9384     1799112516557       2111826
 9390      817458336131       4281461
 9396     2399148791951       2458643
 9402     1342204155629       2869528
 9408     2157637502099       4640005
 9414     3350386398677*      1768867
 9420     1239098558897       6032051
 9426     1686334358141       1519069
 9432     1290947450327       3089312
 9438     1491200645789       5760617
 9444     3632902213067*      1341075
 9450      622504774271       7185500
 9456     1669935699611       1393277
 9462     1113748553249       5268079
 9468     2129442642329       2601851
 9474     1650386597597       1404465
 9480     1105792356701       6038659
 9486     3083609106551       1585553
 9492     2298362960657       4977277
 9498      779519153339       2688190
 9504     3300522811757       2135809
 9510      579863206649       3984134
 9516     1468664652941       1621853
 9522      867997168529       3864552
 9528     1907296555601       2831766
 9534     3026802223187       2041937
 9540      697925336321       4474717
 9546     3314970397091       2132267
 9552     2311722618347       2581966
 9558     1845979857959       2492944
 9564     1609857440627       1563270
 9570     1066214881349       5715749
 9576     1533291268361       2189894
 9582     4714246565297*      2298581
 9588     1657111511621       3736836
 9594     1860002891177       1668904
 9600     1458091424609       3408326
 9606     2856566843201       1512517
 9612     2409508531907       3055410
 9618      729508088669       4302587
 9624     2002919223077       1187093
 9630     1113274973147       4847095
 9636     4855222034681*      1500864
 9642     1324908308027       2186182
 9648     3377649000881       3385091
 9654     3401928428627       1257549
 9660      656126031971       6735216
 9666     3228260273891       1073471
 9672     2302837056239       3675298
 9678      771109960331       2488610
 9684     2554459380917       1111606
 9690     1263517854617       5394280
 9696     3610527683771       1201103
 9702     1269345097247       4372706
 9708      909127132679       2129597
 9714     1571538294617       1327329
 9720      668539259471       3074704
 9726     2800512284081       1459595
 9732     2373779076437       2744866
 9738     1705258499339       1967873
 9744     1206536035907       1992956
 9750     1786633211729       3789271
 9756     2126658711941       1445703
 9762     3231633630917       1926021
 9768     3383318505839       2800002
 9774     2702247398087       1435862
 9780     1682854919741       2927804
 9786      707756531201       1579169
 9792     1540283922137       2523477
 9798      619759764131       2954622
 9804     2594970981077       1235904
 9810      607943226089       3206426
 9816     6211268863991*      1230862
 9822     1886323463279       1803581
 9828     1339125676379       3937373
 9834     2582222222387       1146425
 9840     1508396835161       4074836
 9846     1635071956961        941539
 9852     1272149388467       1959914
 9858      953104238531       3301055
 9864     7208316053597*       871437
 9870     2786242544429       4446464
 9876     1185347962061        975961
 9882     2305103970887       2754399
 9888     3332635943849       1842242
 9894      949060970357        976740
 9900     2455900518371       4273178
 9906     1872949080551       1015812
 9912     2823187994927       2811365
 9918     5049988717181       2147105
 9924     4210629887027       1254970
 9930     2432304358409       2925680
 9936     3089564107841        878802
 9942     1375323199037       2453999
 9948      997361769671       1574331
 9954      990821432927       1437965
 9960      803186252717       2860775
 9966     3799732686161       1423713
 9972     1536707523017       1520832
 9978     2952182727341       1638058
 9984      788494570607       1333901
 9990     1751256292241       2767786
 9996     4813362121091       1542920
10002     2255161256597       1539636
10008     1710168084971       2548764
10014     5158282348517        732779
10020     1775038393829       2237314
10026     3474212042501       1042526
10032      967580616887       2431026
10038     2991710570591       2687388
10044     3817701096947        758592
10050     3699832342937       2952672
10056     5159637262691        847596
10062     3049027540877       2003104
10068     2927178536309       2024225
10074     3601201534367        903212
10080     2692561058111       3474551
10086     3414172409861        812487
10092     1685265055319       1972822
10098     6117758698109       2014455
10104     2615129628077        702616
10110     1537931080559       2887216
10116     6153724175741        745724
10122      937740872069       2652952
10128     3667187434019       1349560
10134     5906544698387        943569
10140     3917629371497       2784507
10146     2781252639941        782914
10152     1525689364217       1832713
10158     2591734822931       1281996
10164     2004811595357       1683538
10170     1696578732839       2016806
10176     2700099908111        868964
10182     4935858589769       1321219
10188     3390846876299       1438881
10194     2237025646517        894118
10200*     353503437239       2109893
10206     2600443770941       1205458
10212     1790089939817       1383188
10218     2800875962459       2022399
10224     6270467114237        644949
10230     3104722123289       2455187
10236     4637203835321        869026
10242     3149522532437       1296806
10248     2759717705189       2121206
10254     3092020663727        655349
10260      536822096651       2737537
10266     8626422251591*       694546
10272     3406809935777       1478343
10278     1300400321879       1509303
10284     6237889737977        593611
10290     3330044437799       2905514
10296     2914898707991        921179
10302     3026781219437       1811374
10308     3969366888659       1083707
10314     1951584204377        539015
10320     2720939955131       2909020
10326     7518006978611        564336
10332     3663933074939       1851462
10338*     484797803249       1404501
10344     3805403799317        692180
10350     4573908554219       1908845
10356     1570232041661        546315
10362     1355289101849       1822262
10368     3230014534001       1146946
10374     4839038246477       1154121
10380     1307370908321       1586305
10386     4246222950551        804925
10392     4413578781089        984040
10398     4610700100679       1182433
10404     4473791211467        867857
10410     2137066520471       1585570
10416     4447336418531        901296
10422     4567503458807        971339
10428     4030329164471       1904388
10434     7286178097067        524613
10440     2306188599191       1745296
10446     3379904484371        635466
10452     4348857629447       1436023
10458     2225878437479       1588513
10464     2157131645687        466722
10470     1801117397069       2262729
10476     2683182780851        544541
10482     5443223739617        910743
10488     3168463686851       1519095
10494     4809958652747        638080
10500     1682932083881       2377625
10506     4439098633601        608937
10512     2978318822837       1200190
10518     4289764048499       1000069
10524     2033046246197        459475
10530     3192011801357       2140169
10536     4029635444291        523344
10542     1767057911039       1584600
10548     7672425536309        847482
10554     1790029718627        640274
10560     7050002149997       1597295
10566     3506343395981        451446
10572     1909095977837       1184402
10578     3603812313839        964352
10584     1440730163357        901637
10590     7228415973629       1223319
10596     2839541980661        543028
10602     4970915852627       1121633
10608     7056345673511       1134184
10614     4696268169137        575860
10620     5135721559937       1263758
10626     5931829250621        941063
10632     3933304491839        861074
10638     2471592331751       1109766
10644     2684173407197        407600
10650     2698621961531       1346799
10656     4831353401681        547097
10662     3302151338039        914959
10668*     638432376191       1467853
10674    12777372127277*       438798
10680     5893395265139       1629167
10686     5047026597911        456905
10692     7345577455607        938618
10698     8534354867189        982843
10704     7174484689277        371627
10710*     784468515221       2312281
10716     4952309906261        507740
10722     4657613656097        956128
10728     5127693616751        788001
10734     3876598714127        401509
10740     3347703652547       1636240
10746     2216934392081        382952
10752     4138084586507       1249498
10758     6222503364851        880875
10764     3728773071467        600811
10770     4502801365547       1007648
10776    13054567008251*       365845
10782     3493572584987       1006201
10788     3649318291181        865319
10794     1466222716997        590205
10800     4988806819811       1116311
10806     6317220987521        458127
10812     4800978524687        821882
10818     7841992336181        724110
10824     8295587075747        563407
10830     6996681498971       1075671
10836     2181578955041        552718
10842     3538086644627        772891
10848     2245871221049       1129278
10854     9119643513647        335791
10860      798812989187        958982
10866     4527075034301        560456
10872     7353103387127        614056
10878     7062694977311       1147671
10884     9735794767337        300555
10890     1019200117289       1528829
10896     3220247738441        331309
10902     5739664260137        716873
10908     4247096601479        869784
10914     2868157382687        402454
10920     3148253738351       1858595
10926     9275570242691        285740
10932     2182756279829        875730
10938     2363409577031        564831
10944    15183304615097*       347944
10950     4312220385047       1331761
10956     7184363923991        363243
10962     3088141144727        988785
10968     3265231164779        549315
10974    10092525752207        442204
10980     1702296756131       1094416
10986     6146657358731        282868
10992     4476455880779        753645
10998     7026110845799        776455
11004     8767824238907        439343
11010     7420704561461        807115
11016     3981643851671        404327
11022     2167737694019        829243
11028     1704638924141        538885
11034     7921963852277        351056
11040     2336723516249        842212
11046     4431296342651        490427
11052     6505364459129        599676
11058     4423883445479        784472
11064    11335710948827        277627
11070     9224195815271        785421
11076     4939471680191        436407
11082     4055146800587        532415
11088     4342447065221       1094328
11094    14228763907487        283546
11100     4829038053977       1187799
11106     2178448611191        238940
11112    10976789177777        545427
11118     5593227219269        736353
11124     7135730911247        243720
11130     7047632134811       1610973
11136     7785444503531        262506
11142     4377453148709        606575
11148     6739769121131        451118
11154    13275356533067        385382
11160     5059884322151        950339
11166    13902381235121        221768
11172     3980927470277        858162
11178     2017115505569        632041
11184     8505447907337        313642
11190     4690759655759        646683
11196     5357115942221        259927
11202     8664253128827        562691
11208    11934822620729        517304
11214    11645935283027        359090
11220     3079167164441        991438
11226     5830690476551        299759
11232     2686869696107        513040
11238     8090190577811        427832
11244     4502358627617        311343
11250     3590598584819        701275
11256     6387183025271        420142
11262     6240681442607        453806
11268    10164065966141        586252
11274    17465346872957*       196168
11280     5425273268717        622150
11286     4689344254391        477587
11292     8254736802797        393160
11298     6517398944591        655526
11304    13874648576597        195061
11310     4056914446337       1166075
11316    11964160106201        217439
11322     2557710501977        497155
11328    10255713252569        591137
11334    10434053264357        208909
11340      907724052419        944203
11346     7483087344791        200311
11352     1211193265349        658197
11358     1743685106951        395065
11364    10000866988787        222853
11370     5128473727649        745328
11376    10484430529541        212273
11382     2158431971957        592909
11388*     794623899269        479590
11394     7937456900717        277116
